name,type,teacher,audience,building,start,end
Понедельник,Основы дискретной математики,Практика,Поляков Владимир Иванович,2403,Кронверский пр., д.49, лит.А,13:30,15:00
Понедельник,Основы дискретной математики,Практика,Поляков Владимир Иванович,2403,Кронверский пр., д.49, лит.А,13:30,15:00
